title,authors,pub_year,journal,doi,pmid,abstract,country,keywords,raw_affiliation_recovered
"Digital Twins for Healthcare 4.0—Recent Advances, Architecture, and Open Challenges","Mamoun Alazab, Latif U. Khan, Srinivas Koppu, Swarna Priya Ramu, M. Iyapparaja, M. Parimala, Thar Baker, Praveen Kumar Reddy Maddikunta, Thippa Reddy Gadekallu, Ahamed Aljuhani",2022,IEEE Consumer Electronics Magazine,https://doi.org/10.1109/mce.2022.3208986,,"Recent trends have shown a widespread increase in the landscape of digital healthcare (i.e., Healthcare 4.0) services, such as personalized healthcare, intelligent rehabilitation, telemedicine, and smart diet management, among others. These healthcare services are based on a variety of diverse requirements. Fulfilling these requirements require proactive intelligent analytics and self-sustainability of networks. Self-sustainability enables the operation of a network with minimum possible interaction from the end-users/network operators, whereas proactive intelligent analytics enables efficient management of resources in response to users’ requests. To enable healthcare 4.0 with proactive online analytics and self-sustainability, one can leverage digital twins. In this article, we present an overview and recent advances of digital twins for healthcare 4.0. An architecture of digital twins for healthcare is also proposed. Furthermore, we present several use cases of digital twins. Finally, we present open research challenges with possible solutions.",AU,"Health care, Analytics, Leverage (statistics), Computer science, Variety (cybernetics), Digital health, Telemedicine, Sustainability, Architecture, Data science, Knowledge management, Artificial intelligence, Biology, Visual arts, Economic growth, Economics, Ecology, Art",
"Evolutionary trends in progressive cloud computing based healthcare: Ideas, enablers, and barriers","Mohd Javaid, Abid Haleem, Ravi Pratap Singh, Shanay Rab, Rajiv Suman, Ibrahim Haleem Khan",2022,International Journal of Cognitive Computing in Engineering,https://doi.org/10.1016/j.ijcce.2022.06.001,,"Cloud computing is one of the significant facilitators of the health information revolution in the healthcare business. The global exchange of records in the health sector through electronic media is facilitated by cloud computing. In healthcare, this technology increases safety and creates innovation. Communication with the health matrix throughout the world makes feasible by the application of this technology. Cloud computing has been utilised in health care for many years and has evolved in conjunction with developments in business. This technology establishes standard accessible hardware for diverse healthcare applications via a network connection. Cloud computing and processing ensure safe communication, and the cloud servers secure all essential data. Doctors can counsel their individuals on their health and broadcast their patient's daily health regimes, typically keeping their minds and bodies healthy. Psychologists and psychiatrists can use videoconferencing that makes patients comfortable with their patients. This paper discusses cloud computing and its need for healthcare. Major key advantages, barriers, and challenges of Cloud computing for the healthcare industry are identified. Finally, it discusses the significant applications of cloud computing for healthcare. Today more and more healthcare suppliers are providing Internet of Things (IoT) enabled gadgets to patients, and patient data are instantly communicated to their doctors by linking such devices to the cloud system of hospitals. As a result, cloud computing, in conjunction with fast-expanding technologies such as Big Data analytics, artificial intelligence, and the internet of medical things, improves efficiencies and expands the number of ways to streamline healthcare delivery. It improves resource availability, improves interoperability, and reduces costs.",IN,"Cloud computing, Health care, The Internet, Computer science, Big data, Analytics, Server, Data science, Computer security, Knowledge management, World Wide Web, Economic growth, Economics, Operating system",
COVID-19 vaccine hesitancy and confidence in the Philippines and Malaysia: A cross-sectional study of sociodemographic factors and digital health literacy,"Ken Brackstone, Roy Rillera Marzo, Rafidah Bahari, Michael Head, Mark E. Patalinghug, Tin Tin Su",2022,PLOS Global Public Health,https://doi.org/10.1371/journal.pgph.0000742,https://pubmed.ncbi.nlm.nih.gov/36962550,"With the emergence of the highly transmissible Omicron variant, large-scale vaccination coverage is crucial to the national and global pandemic response, especially in populous Southeast Asian countries such as the Philippines and Malaysia where new information is often received digitally. The main aims of this research were to determine levels of hesitancy and confidence in COVID-19 vaccines among general adults in the Philippines and Malaysia, and to identify individual, behavioural, or environmental predictors significantly associated with these outcomes. Data from an internet-based cross-sectional survey of 2558 participants from the Philippines (N = 1002) and Malaysia (N = 1556) were analysed. Results showed that Filipino (56.6%) participants exhibited higher COVID-19 hesitancy than Malaysians (22.9%; p < 0.001). However, there were no significant differences in ratings of confidence between Filipino (45.9%) and Malaysian (49.2%) participants (p = 0.105). Predictors associated with vaccine hesitancy among Filipino participants included women (OR, 1.50, 95% CI, 1.03-1.83; p = 0.030) and rural dwellers (OR, 1.44, 95% CI, 1.07-1.94; p = 0.016). Among Malaysian participants, vaccine hesitancy was associated with women (OR, 1.50, 95% CI, 1.14-1.99; p = 0.004), social media use (OR, 11.76, 95% CI, 5.71-24.19; p < 0.001), and online information-seeking behaviours (OR, 2.48, 95% CI, 1.72-3.58; p < 0.001). Predictors associated with vaccine confidence among Filipino participants included subjective social status (OR, 1.13, 95% CI, 1.54-1.22; p < 0.001), whereas vaccine confidence among Malaysian participants was associated with higher education (OR, 1.30, 95% CI, 1.03-1.66; p < 0.028) and negatively associated with rural dwellers (OR, 0.64, 95% CI, 0.47-0.87; p = 0.005) and online information-seeking behaviours (OR, 0.42, 95% CI, 0.31-0.57; p < 0.001). Efforts should focus on creating effective interventions to decrease vaccination hesitancy, increase confidence, and bolster the uptake of COVID-19 vaccination, particularly in light of the Dengvaxia crisis in the Philippines.",GB,"Confidence interval, Cross-sectional study, Medicine, Pandemic, Vaccination, Demography, Coronavirus disease 2019 (COVID-19), Social media, Internal medicine, Immunology, Disease, Pathology, Infectious disease (medical specialty), Law, Sociology, Political science",
The Road to Explainability is Paved with Bias: Measuring the Fairness of Explanations,"Aparna Balagopalan, Haoran Zhang, Kimia Hamidieh, Thomas Hartvigsen, Frank Rudzicz, Marzyeh Ghassemi",2022,"2022 ACM Conference on Fairness, Accountability, and Transparency",https://doi.org/10.1145/3531146.3533179,,"Machine learning models in safety-critical settings like healthcare are often “blackboxes”: they contain a large number of parameters which are not transparent to users. Post-hoc explainability methods where a simple, human-interpretable model imitates the behavior of these blackbox models are often proposed to help users trust model predictions. In this work, we audit the quality of such explanations for different protected subgroups using real data from four settings in finance, healthcare, college admissions, and the US justice system. Across two different blackbox model architectures and four popular explainability methods, we find that the approximation quality of explanation models, also known as the fidelity, differs significantly between subgroups. We also demonstrate that pairing explainability methods with recent advances in robust machine learning can improve explanation fairness in some settings. However, we highlight the importance of communicating details of non-zero fidelity gaps to users, since a single solution might not exist across all settings. Finally, we discuss the implications of unfair explanation models as a challenging and understudied problem facing the machine learning community.",US,"Computer science, Fidelity, Audit, Quality (philosophy), Machine learning, Artificial intelligence, High fidelity, Data science, Economics, Philosophy, Electrical engineering, Management, Telecommunications, Engineering, Epistemology",
"Machine Learning for Antimicrobial Resistance Prediction: Current Practice, Limitations, and Clinical Perspective","Jee In Kim, Finlay Maguire, Kara K. Tsang, Theodore Gouliouris, Sharon J. Peacock, Tim A. McAllister, Andrew G. McArthur, Robert G. Beiko",2022,Clinical Microbiology Reviews,https://doi.org/10.1128/cmr.00179-21,https://pubmed.ncbi.nlm.nih.gov/35612324,"Antimicrobial resistance (AMR) is a global health crisis that poses a great threat to modern medicine. Effective prevention strategies are urgently required to slow the emergence and further dissemination of AMR. Given the availability of data sets encompassing hundreds or thousands of pathogen genomes, machine learning (ML) is increasingly being used to predict resistance to different antibiotics in pathogens based on gene content and genome composition. A key objective of this work is to advocate for the incorporation of ML into front-line settings but also highlight the further refinements that are necessary to safely and confidently incorporate these methods. The question of what to predict is not trivial given the existence of different quantitative and qualitative laboratory measures of AMR. ML models typically treat genes as independent predictors, with no consideration of structural and functional linkages; they also may not be accurate when new mutational variants of known AMR genes emerge. Finally, to have the technology trusted by end users in public health settings, ML models need to be transparent and explainable to ensure that the basis for prediction is clear. We strongly advocate that the next set of AMR-ML studies should focus on the refinement of these limitations to be able to bridge the gap to diagnostic implementation.",CA,"Computer science, Antibiotic resistance, Set (abstract data type), Data science, Perspective (graphical), Machine learning, Resistance (ecology), Bridge (graph theory), Risk analysis (engineering), Artificial intelligence, Medicine, Biology, Antibiotics, Genetics, Internal medicine, Programming language, Ecology",
Adapted digital health literacy and health information seeking behavior among lower income groups in Malaysia during the COVID-19 pandemic,"Roy Rillera Marzo, Hana Chen, Khadijah Abid, Shekhar Chauhan, Mark Mohan Kaggwa, Mohammad Yasir Essar, Jacynta Jayaram, Manah Chandra Changmai, Mohamad Khairuddin bin Adbul Wahab, Indang Ariati Ariffin, Muhammad Najib Bin Mohamad Alwi, Michael Head, Yulan Lin",2022,Frontiers in Public Health,https://doi.org/10.3389/fpubh.2022.998272,https://pubmed.ncbi.nlm.nih.gov/36187682,"It is important to provide support to lower-income demographics to assist access to high-quality health information, including less educated, unemployed, and widowed populations. This can improve overall DHL.",MY,"Marital status, Misinformation, Health literacy, Psychology, Data collection, Household income, Information seeking behavior, Multivariate analysis, Environmental health, Test (biology), Pandemic, Demography, Gerontology, Medicine, Health care, Information seeking, Coronavirus disease 2019 (COVID-19), Geography, Statistics, Population, Computer science, Mathematics, Sociology, Disease, Economics, Paleontology, Infectious disease (medical specialty), Archaeology, Computer security, Library science, Biology, Pathology, Economic growth",
Diagnosis-Based Hybridization of Multimedical Tests and Sociodemographic Characteristics of Autism Spectrum Disorder Using Artificial Intelligence and Machine Learning Techniques: A Systematic Review,"M. E. Alqaysi, A. S. Albahri, Rula A. Hamid",2022,International Journal of Telemedicine and Applications,https://doi.org/10.1155/2022/3551528,https://pubmed.ncbi.nlm.nih.gov/35814280,"Autism spectrum disorder (ASD) is a complex neurobehavioral condition that begins in childhood and continues throughout life, affecting communication and verbal and behavioral skills. It is challenging to discover autism in the early stages of life, which prompted researchers to intensify efforts to reach the best solutions to treat this challenge by introducing artificial intelligence (AI) techniques and machine learning (ML) algorithms, which played an essential role in greatly assisting the medical and healthcare staff and trying to obtain the highest predictive results for autism spectrum disorder. This study is aimed at systematically reviewing the literature related to the criteria, including multimedical tests and sociodemographic characteristics in AI techniques and ML contributions. Accordingly, this study checked the Web of Science (WoS), Science Direct (SD), IEEE Xplore digital library, and Scopus databases. A set of 944 articles from 2017 to 2021 is collected to reveal a clear picture and better understand all the academic literature through a definitive collection of 40 articles based on our inclusion and exclusion criteria. The selected articles were divided based on similarity, objective, and aim evidence across studies. They are divided into two main categories: the first category is ""diagnosis of ASD based on questionnaires and sociodemographic features"" (<i>n</i> = 39). This category contains a subsection that consists of three categories: (a) early diagnosis of ASD towards analysis, (b) diagnosis of ASD towards prediction, and (c) diagnosis of ASD based on resampling techniques. The second category consists of ""diagnosis ASD based on medical and family characteristic features"" (<i>n</i> = 1). This multidisciplinary systematic review revealed the taxonomy, motivations, recommendations, and challenges of diagnosis ASD research in utilizing AI techniques and ML algorithms that need synergistic attention. Thus, this systematic review performs a comprehensive science mapping analysis and identifies the open issues that help accomplish the recommended solution of diagnosis ASD research. Finally, this study critically reviews the literature and attempts to address the diagnosis ASD research gaps in knowledge and highlights the available ASD datasets, AI techniques and ML algorithms, and the feature selection methods that have been collected from the final set of articles.",IQ,"Autism spectrum disorder, Artificial intelligence, Machine learning, Scopus, Medical diagnosis, Set (abstract data type), Autism, Systematic review, Inclusion (mineral), Web of science, Clinical psychology, Computer science, Psychology, MEDLINE, Medicine, Psychiatry, Meta-analysis, Social psychology, Programming language, Law, Political science, Internal medicine, Pathology",
Secure Bluetooth Communication in Smart Healthcare Systems: A Novel Community Dataset and Intrusion Detection System,"Mohammed Zubair, Ali Ghubaish, Devrim Ünal, Abdulla Al‐Ali, Thomas Reimann, Guillaume Alinier, Mohammad Hammoudeh, Junaid Qadir",2022,Sensors,https://doi.org/10.3390/s22218280,https://pubmed.ncbi.nlm.nih.gov/36365978,"Smart health presents an ever-expanding attack surface due to the continuous adoption of a broad variety of Internet of Medical Things (IoMT) devices and applications. IoMT is a common approach to smart city solutions that deliver long-term benefits to critical infrastructures, such as smart healthcare. Many of the IoMT devices in smart cities use Bluetooth technology for short-range communication due to its flexibility, low resource consumption, and flexibility. As smart healthcare applications rely on distributed control optimization, artificial intelligence (AI) and deep learning (DL) offer effective approaches to mitigate cyber-attacks. This paper presents a decentralized, predictive, DL-based process to autonomously detect and block malicious traffic and provide an end-to-end defense against network attacks in IoMT devices. Furthermore, we provide the <i>BlueTack</i> dataset for Bluetooth-based attacks against IoMT networks. To the best of our knowledge, this is the first intrusion detection dataset for Bluetooth classic and Bluetooth low energy (BLE). Using the BlueTack dataset, we devised a multi-layer intrusion detection method that uses deep-learning techniques. We propose a decentralized architecture for deploying this intrusion detection system on the edge nodes of a smart healthcare system that may be deployed in a smart city. The presented multi-layer intrusion detection models achieve performances in the range of 97-99.5% based on the F1 scores.",QA,"Bluetooth, Intrusion detection system, Computer science, Healthcare system, Computer security, Health care, Intrusion prevention system, Intrusion, Communications system, Computer network, Embedded system, Telecommunications, Wireless, Economic growth, Geology, Geochemistry, Economics",
Digitally-embroidered liquid metal electronic textiles for wearable wireless systems,"Rongzhou Lin, Han‐Joon Kim, Sippanat Achavananthadith, Ze Xiong, Jason Lee, Yong Lin Kong, John S. Ho",2022,Nature Communications,https://doi.org/10.1038/s41467-022-29859-4,https://pubmed.ncbi.nlm.nih.gov/35449159,"Electronic textiles capable of sensing, powering, and communication can be used to non-intrusively monitor human health during daily life. However, achieving these functionalities with clothing is challenging because of limitations in the electronic performance, flexibility and robustness of the underlying materials, which must endure repeated mechanical, thermal and chemical stresses during daily use. Here, we demonstrate electronic textile systems with functionalities in near-field powering and communication created by digital embroidery of liquid metal fibers. Owing to the unique electrical and mechanical properties of the liquid metal fibers, these electronic textiles can conform to body surfaces and establish robust wireless connectivity with nearby wearable or implantable devices, even during strenuous exercise. By transferring optimized electromagnetic patterns onto clothing in this way, we demonstrate a washable electronic shirt that can be wirelessly powered by a smartphone and continuously monitor axillary temperature without interfering with daily activities.",SG,"Wearable computer, Wireless, Wearable technology, Computer science, Textile, Embedded system, Telecommunications, Materials science, Composite material",
Artificial Intelligence in Healthcare - A Review,"Sakshi Panditrao Golhar, Shubhada Sudhir Kekapure",2022,International Journal of Scientific Research in Science and Technology,https://doi.org/10.32628/ijsrst229454,,"Advances in artificial intelligence (AI), and its subfield machine learning (ML), can be seen in almost every domain of life, including cutting-edge health research. Organizations from health care of different sizes, types and different specialties are now a days more interested in how artificial intelligence has evolved and is helping patient needs and their care, also reducing costs, and increasing efficiency. Artificial intelligence (AI) is a rapidly evolving field in medicine, especially cardiology and brain science, is revolutionizing risk prediction and stratification, diagnostics, precision medicine, workflows, and efficiency .This study explores the implications of AI on healthcare management, and challenges involved with using AI in healthcare along with the review of several research papers that used AI models in different sectors of healthcare like Dermatology, Radiology, drug Interactions, and Discovery etc. Artificial intelligence is not just a technology, it is a collection of technologies. Some among these technologies are widely used in healthcare.",Unknown,"Health care, Workflow, Artificial intelligence, Applications of artificial intelligence, Precision medicine, Computer science, Data science, Medicine, Pathology, Economic growth, Economics, Database","Department of Computer Science and Engineering, Jawaharlal Darda Institute of Engineering and Technology, Yavatmal, Maharashtra, India"
"Development of artificial intelligence technology in diagnosis, treatment, and prognosis of colorectal cancer","Feng Liang, Shu Wang, Kai Zhang, Tongjun Liu, Jiannan Li",2022,World Journal of Gastrointestinal Oncology,https://doi.org/10.4251/wjgo.v14.i1.124,https://pubmed.ncbi.nlm.nih.gov/35116107,"Artificial intelligence (AI) technology has made leaps and bounds since its invention. AI technology can be subdivided into many technologies such as machine learning and deep learning. The application scope and prospect of different technologies are also totally different. Currently, AI technologies play a pivotal role in the highly complex and wide-ranging medical field, such as medical image recognition, biotechnology, auxiliary diagnosis, drug research and development, and nutrition. Colorectal cancer (CRC) is a common gastrointestinal cancer that has a high mortality, posing a serious threat to human health. Many CRCs are caused by the malignant transformation of colorectal polyps. Therefore, early diagnosis and treatment are crucial to CRC prognosis. The methods of diagnosing CRC are divided into imaging diagnosis, endoscopy, and pathology diagnosis. Treatment methods are divided into endoscopic treatment, surgical treatment, and drug treatment. AI technology is in the weak era and does not have communication capabilities. Therefore, the current AI technology is mainly used for image recognition and auxiliary analysis without in-depth communication with patients. This article reviews the application of AI in the diagnosis, treatment, and prognosis of CRC and provides the prospects for the broader application of AI in CRC.",CN,"Medicine, Colorectal cancer, LEAPS, Artificial intelligence, Deep learning, Precision medicine, Cancer, Intensive care medicine, Pathology, Internal medicine, Computer science, Economics, Financial economics",
DIME: Fine-grained Interpretations of Multimodal Models via Disentangled Local Explanations,"Yiwei Lyu, Paul Pu Liang, Zihao Deng, Ruslan Salakhutdinov, Louis–Philippe Morency",2022,Unknown Source,https://doi.org/10.1145/3514094.3534148,,"The ability for a human to understand an Artificial Intelligence (AI) model's decision-making process is critical in enabling stakeholders to visualize model behavior, perform model debugging, promote trust in AI models, and assist in collaborative human-AI decision-making. As a result, the research fields of interpretable and explainable AI have gained traction within AI communities as well as interdisciplinary scientists seeking to apply AI in their subject areas. In this paper, we focus on advancing the state-of-the-art in interpreting multimodal models - a class of machine learning methods that tackle core challenges in representing and capturing interactions between heterogeneous data sources such as images, text, audio, and time-series data. Multimodal models have proliferated numerous real-world applications across healthcare, robotics, multimedia, affective computing, and human-computer interaction. By performing model disentanglement into unimodal contributions (UC) and multimodal interactions (MI), our proposed approach, DIME, enables accurate and fine-grained analysis of multimodal models while maintaining generality across arbitrary modalities, model architectures, and tasks. Through a comprehensive suite of experiments on both synthetic and real-world multimodal tasks, we show that DIME generates accurate disentangled explanations, helps users of multimodal models gain a deeper understanding of model behavior, and presents a step towards debugging and improving these models for real-world deployment.",US,"Computer science, Debugging, Generality, Artificial intelligence, Human–computer interaction, Suite, Modalities, Process (computing), Machine learning, Data science, Psychotherapist, History, Sociology, Operating system, Psychology, Archaeology, Social science, Programming language",
Future of healthcare start-ups in the era of digitalization: bibliometric analysis,"Aswathy Sreenivasan, M. Suresh",2022,International Journal of Industrial Engineering and Operations Management,https://doi.org/10.1108/ijieom-10-2022-0046,,"Purpose It is the responsibility of the national governments to deliver healthcare services that are both effective and affordable to everyone. There are still gaps in this supply, which is extremely demanding. In this sense, companies are attempting to reach neglected markets and disrupt the marketplace with novel solutions. Although there are still anecdotal examples, a thorough literature evaluation is lacking. This study aims to provide a synthesis of the future of healthcare start-ups. Design/methodology/approach Papers that included the term “healthcare start-ups,” “health-tech start-ups,” “start-up,” “Artificial intelligence in healthcare,” and “Health tech start-ups in India” were considered for the analysis. The Biblioshiny package under the R programming tool was considered for a detailed analysis of the papers. Findings A total of 854 documents were related to healthcare start-ups, from which only 14 papers are related to health-tech start-ups and four papers are related to artificial intelligence in healthcare start-ups. It has been found from the past works of literature that the effectiveness of technology for information and communication in healthcare has significantly increased in recent years. Technology has already begun to permeate the healthcare market from other fields and industries. One way that the internet will help the industry evolve is by integrating digital health into daily life. Research limitations/implications The study is not using other databases but is limited to Google Scholar and Scopus. A significant constraint of this study is the paucity of relevant literature in reputable publications on health and information systems. Another restriction was that gray literature, such as any journal or newspaper written by members of the health community about health-tech start-ups, was not taken into account. Practical implications Healthcare players should exhibit a fundamental openness to novel solutions to facilitate the digitalization of the healthcare system. Developing technology is widely used, and from an innovation perspective, a start-up should focus on innovation by employing technology and offering revolutionary healthcare solutions. Originality/value The novelty of this research is based on its presentation of an organized and thorough literature evaluation, which defines the current state of the art concerning green start-ups. To create a sustainable start-up, a thorough study of the information gained in respect of its healthcare start-up is presented.",IN,"Health care, Business, Scopus, Healthcare industry, Public relations, Marketing, Knowledge management, Computer science, Data science, Political science, MEDLINE, Economic growth, Economics, Law",
The International Encyclopedia of Health Communication,"Medlock, Stephanie K., Groos, Sara S., de Wildt, Kelly K., Westerbeek, Leonie",2022,Unknown Source,https://doi.org/10.1002/9781119678816,,"The definitive collection of topics currently being studied in the rapidly growing field of health communication The International Encyclopedia of Health Communication presents a thorough overview of a dynamic field, bringing together entries by an international panel of contributors that address a comprehensive range of recent and emerging topics. With a global and interdisciplinary focus, this timely resource addresses cutting-edge digital technology, complementary and integrative healthcare, diversity and inclusion, health equity, COVID-19, and much more. The Encyclopedia provides a well-balanced methodological and theoretical coverage of key concepts and offers multiple perspectives on the issues being studied in the health communication community around the world. The entries include a broad range of topics including risk and crisis communication, legal and ethical considerations, biological approaches to healthcare communication, tools for predicting the success of health communication efforts, and communication strategies for a variety of specific diseases and illnesses. Covers topics including information seeking and processing, social and community movements, social support and networks, and lifestyle and health promotion Discusses healthcare communication in mainstream media, organizational policy, public health, and social media networks Presents various approaches for effectively implementing, disseminating, and translating health communication in different contexts Contains entries on all major academic organizations involved in the study of health communicationThe International Encyclopedia of Health Communication is a valuable resource for undergraduate and graduate students taking health communication courses, researchers and scholars looking for an overview of the field, media professionals working on health-related content, and those wanting to better understand how to inform and influence individual, community, and organizational decisions that enhance health.",Unknown,"Encyclopedia, Library science, Computer science, World Wide Web",
Application and extension of the UTAUT2 model for determining behavioral intention factors in use of the artificial intelligence virtual assistants,"María García de Blanes Sebastián, José Ramón Sarmiento Guede, Arta Antonovica",2022,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2022.993935,https://pubmed.ncbi.nlm.nih.gov/36329748,"Virtual Assistants, also known as conversational artificial intelligence, are transforming the reality around us. These virtual assistants have challenged our daily lives by assisting us in the different dimensions of our lives, such as health, entertainment, home, and education, among others. The main purpose of this study is to develop and empirically test a model to predict factors that affect users' behavioral intentions when they use intelligent virtual assistants. As a theoretical basis for investigating behavioral intention of using virtual assistants from the consumers' perspective, researchers employed the extended Unified Theory of Acceptance and Use of Technology (UTAUT2). For this research paper, seven variables were analyzed: performance expectancy, effort expectancy, facilitating conditions, social influence, hedonic motivation, habit, and price/value. In order to improve consumer behavior prediction, three additional factors were included in the study: perceived privacy risk, trust, and personal innovativeness. Researchers carried out an online survey with 304 responses. The obtained sample was analyzed with Structural Equation Modeling (SEM) through IBM SPSS V. 27.0 and AMOS V 27.0. The main study results reveal that factors, such as <i>habit, trust</i>, and <i>personal innovation</i>, have a significant impact on the adoption of virtual assistants. However, on the other side, <i>performance expectancy, effort expectancy, facilitating conditions, social influence, hedonic motivation, price/value</i>, and <i>perceived privacy risk</i> were not significant factors in the users' intention to adopt this service. This research paper examines the effect of personal innovation, security, and trust variables in relation to the use of virtual assistants. It contributes to a more holistic understanding of the adoption of these intelligent devices and tries to fill the knowledge gap on this topic, as it is an emerging technology. This investigation also provides relevant information on how to successfully implement these technologies.",ES,"Expectancy theory, Structural equation modeling, Psychology, Unified theory of acceptance and use of technology, Habit, Applied psychology, Social psychology, Social influence, Sample (material), Value (mathematics), Computer science, Machine learning, Chemistry, Chromatography",
Incentive techniques for the Internet of Things: A survey,"Praveen Kumar Reddy Maddikunta, Quoc‐Viet Pham, Dinh C. Nguyen, Thien Huynh‐The, Ons Aouedi, Gokul Yenduri, Sweta Bhattacharya, Thippa Reddy Gadekallu",2022,Journal of Network and Computer Applications,https://doi.org/10.1016/j.jnca.2022.103464,,No abstract available,IN,"Incentive, Computer science, Internet of Things, Key (lock), Computer security, Smart city, Wireless sensor network, Data science, Computer network, Microeconomics, Economics",
Stress detection using natural language processing and machine learning over social interactions,"Tanya Nijhawan, Girija Attigeri, T Ananthakrishna",2022,Journal Of Big Data,https://doi.org/10.1186/s40537-022-00575-6,,No abstract available,IN,"Computer science, Sentiment analysis, Artificial intelligence, Machine learning, Support vector machine, Leverage (statistics), Natural language processing, Social media, Topic model, Phrase, Latent Dirichlet allocation, Set (abstract data type), Word (group theory), Classifier (UML), World Wide Web, Programming language, Linguistics, Philosophy",
Perception of artificial intelligence-based solutions in healthcare among people with and without diabetes: A cross-sectional survey from the health in Central Denmark cohort,"Jonas R. Schaarup, Ravi Aggarwal, Else‐Marie Dalsgaard, Kasper Norman, Ole L. Dollerup, Hutan Ashrafian, Daniel R. Witte, Annelli Sandbæk, Ádám Hulmán",2022,Diabetes Epidemiology and Management,https://doi.org/10.1016/j.deman.2022.100114,,No abstract available,DK,"Perception, Cross-sectional study, Cohort, Health care, Gerontology, Psychology, Medicine, Political science, Pathology, Neuroscience, Law",
How artificial intelligence will shape the future of metaverse. A qualitative perspective,"Idana Beroska Rincón Soto, Nayibe Soraya Sánchez León",2022,Metaverse Basic and Applied Research,https://doi.org/10.56294/mr202212,,"The announcement of Facebook's rebranding to Meta and heavy investments in the metaverse by companies like Microsoft have brought attention to the metaverse as the next major technological advancement. The concept of Metaverse Seoul was recently unveiled, providing a virtual communication ecosystem for municipal administrative fields and specific services for persons with impairments utilizing XR technology. This study uses a qualitative perspective to explore how artificial intelligence (AI) will shape the future of the metaverse. Three methodological approaches were employed to address this research: literature review, historical-logical and phenomenological approach, and synthesis analysis. We have carefully considered how artificial intelligence has affected the development of the metaverse and how it can increase user immersion in virtual reality. The introduction to this book introduced the basic concepts of the metaverse, the techniques of artificial intelligence, and the role of artificial intelligence in the metaverse. After that, there are several important technology areas - including NLP, machine vision, blockchain, networks, deep learning, and neural interface - and a wide range of application areas - including healthcare, manufacturing, smart cities, gaming and DeFi. researched. The analyzed AI-based solutions have shown that AI has enormous potential to reinforce system design, improve built-in services in virtual worlds, and improve the 3D immersive experience. Finally, we examined well-known metaverse projects that included AI to improve service quality and consider the metaverse ecology. We will now list many metaverse-based AI research trajectories.",CR,"Metaverse, Computer science, Perspective (graphical), Virtual reality, Data science, Human–computer interaction, Artificial intelligence",
Modeling adoption of intelligent agents in medical imaging,"Francisco Maria Calisto, Nuno Nunes, Jacinto C. Nascimento",2022,International Journal of Human-Computer Studies,https://doi.org/10.1016/j.ijhcs.2022.102922,,No abstract available,,"Workflow, Computer science, Confirmatory factor analysis, Segmentation, Artificial intelligence, Knowledge management, Structural equation modeling, Intelligent decision support system, Data science, Risk analysis (engineering), Management science, Machine learning, Medicine, Engineering, Database",
Digital health literacy for COVID-19 vaccination and intention to be immunized: A cross sectional multi-country study among the general adult population,"Roy Rillera Marzo, Tin Tin Su, Roshidi Ismail, Mila Nu Nu Htay, Mohammad Yasir Essar, Shekhar Chauhan, Mark E. Patalinghug, Burcu Küçük Biçer, Titik Respati, Susan Fitriyana, Wegdan Bani‐Issa, Masoud Lotfizadeh, Farzana Rahman, Zahir Rayhan Salim, Edlaine Faria de Moura Villela, Kittisak Jermsittiparsert, Yadanar Aung, Nouran Hamza, Petra Heidler, Michael Head, Ken Brackstone, Yulan Lin",2022,Frontiers in Public Health,https://doi.org/10.3389/fpubh.2022.998234,https://pubmed.ncbi.nlm.nih.gov/36187686,"Priority should be given to improving DHL and vaccination awareness programs targeting rural areas, lower education level, lower income, and unemployed groups.",MY,"Vaccination, Context (archaeology), Medicine, Cross-sectional study, Residence, Health literacy, Population, Logistic regression, Environmental health, Family medicine, Demography, Health care, Immunology, Geography, Political science, Pathology, Sociology, Law, Internal medicine, Archaeology",
"Interpretability, personalization and reliability of a machine learning based clinical decision support system","Francisco Valente, S. Paredes, J. Henriques, Teresa Rocha, P. Carvalho, João Morais",2022,Data Mining and Knowledge Discovery,https://doi.org/10.1007/s10618-022-00821-8,,No abstract available,PT,"Interpretability, Artificial intelligence, Personalization, Machine learning, Transparency (behavior), Computer science, Software deployment, Reliability (semiconductor), Clinical decision support system, Decision support system, Software engineering, Computer security, Physics, Quantum mechanics, Power (physics), World Wide Web",
"Special Section on Inclusive Digital Health: Notable Papers on Addressing Bias, Equity, and Literacy to Strengthen Health Systems","Brian E. Dixon, John H. Holmes",2022,Yearbook of Medical Informatics,https://doi.org/10.1055/s-0042-1742536,https://pubmed.ncbi.nlm.nih.gov/36463866,"Selected best papers represent studies that characterized significant challenges facing biomedical informatics with respect to equity and practices that support equity and literacy in the design of health information systems. Selected papers represent the full spectrum of this year's yearbook theme. In general, papers identified in the search fell into one of the following categories: (1) descriptive accounts of algorithmic bias in medical software or machine learning approaches; (2) enabling health information systems to appropriately encode for gender identity and sex; (3) approaches to support health literacy among individuals who interact with information systems and mobile applications; and (4) approaches to engage diverse populations in the use of health information systems and the biomedical informatics workforce CONCLUSIONS: : Although the selected papers are notable, our collective efforts as a biomedical informatics community to address equity, literacy, and bias remain nascent. More work is needed to ensure health information systems are just in their use of advanced computing approaches and all persons have equal access to health care and informatics tools.",US,"Yearbook, Health equity, Scopus, Health informatics, Equity (law), Health literacy, Health care, Medical education, Public relations, Computer science, Political science, MEDLINE, Library science, Medicine, Law",
